Match ID,Date,City,Venue,Teams,Winner,Result Type,Result Margin,Overs,Toss Winner,Toss Decision,Player of Match,Umpires,Match Referee,Match Type,Gender
1001349,2017-02-17,Melbourne,Melbourne Cricket Ground,"Australia, Sri Lanka",Sri Lanka,normal,5 wickets,20,Sri Lanka,field,DAS Gunaratne,"MD Martell, P Wilson",JJ Crowe,T20,male
1001351,2017-02-19,Victoria,"Simonds Stadium, South Geelong","Australia, Sri Lanka",Sri Lanka,normal,2 wickets,20,Sri Lanka,field,DAS Gunaratne,"SD Fry, SJ Nogajski",JJ Crowe,T20,male
1001353,2017-02-22,Adelaide,Adelaide Oval,"Australia, Sri Lanka",Australia,normal,41 runs,20,Sri Lanka,field,A Zampa,"MD Martell, P Wilson",JJ Crowe,T20,male
1004729,2016-09-05,Londonderry,"Bready Cricket Club, Magheramason","Ireland, Hong Kong",Hong Kong,normal,40 runs,20,Hong Kong,bat,Null,"R Black, AJ Neill",DT Jukes,T20,male
1007655,2016-06-18,Null,Harare Sports Club,"Zimbabwe, India",Zimbabwe,normal,2 runs,20,India,field,E Chigumbura,"TJ Matibiri, RB Tiffin",RB Richardson,T20,male
1007657,2016-06-20,Null,Harare Sports Club,"Zimbabwe, India",India,normal,10 wickets,20,Zimbabwe,bat,BB Sran,"L Rusere, RB Tiffin",RB Richardson,T20,male
1007659,2016-06-22,Null,Harare Sports Club,"Zimbabwe, India",India,normal,3 runs,20,Zimbabwe,field,KM Jadhav,"TJ Matibiri, RB Tiffin",RB Richardson,T20,male
1019979,2017-01-03,Napier,McLean Park,"New Zealand, Bangladesh",New Zealand,normal,6 wickets,20,Bangladesh,bat,KS Williamson,"SB Haig, WR Knights",BC Broad,T20,male
1019981,2017-01-06,Mount Maunganui,Bay Oval,"New Zealand, Bangladesh",New Zealand,normal,47 runs,20,Bangladesh,field,C Munro,"CM Brown, SB Haig",BC Broad,T20,male
1019983,2017-01-08,Mount Maunganui,Bay Oval,"New Zealand, Bangladesh",New Zealand,normal,27 runs,20,Bangladesh,field,CJ Anderson,"CM Brown, WR Knights",BC Broad,T20,male
1020029,2017-02-17,Auckland,Eden Park,"New Zealand, South Africa",South Africa,normal,78 runs,20,New Zealand,field,Imran Tahir,"CM Brown, WR Knights",J Srinath,T20,male
1031431,2017-06-21,Southampton,The Rose Bowl,"England, South Africa",England,normal,9 wickets,20,South Africa,bat,JM Bairstow,"RJ Bailey, RT Robinson",AJ Pycroft,T20,male
1031433,2017-06-23,Taunton,County Ground,"England, South Africa",South Africa,normal,3 runs,20,England,field,CH Morris,"RJ Bailey, MA Gough",AJ Pycroft,T20,male
1031435,2017-06-25,Cardiff,Sophia Gardens,"England, South Africa",England,normal,19 runs,20,South Africa,field,DJ Malan,"MA Gough, RT Robinson",AJ Pycroft,T20,male
1031665,2017-09-16,Chester-le-Street,Riverside Ground,"West Indies, England",West Indies,normal,21 runs,20,England,field,SP Narine,"RT Robinson, MA Gough",J Srinath,T20,male
1034825,2017-01-26,Kanpur,Green Park,"India, England",England,normal,7 wickets,20,England,field,MM Ali,"AK Chaudhary, Nitin Menon",AJ Pycroft,T20,male
1034827,2017-01-29,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha","India, England",India,normal,5 runs,20,England,field,JJ Bumrah,"AK Chaudhary, C Shamshuddin",AJ Pycroft,T20,male
1034829,2017-02-01,Bangalore,M Chinnaswamy Stadium,"India, England",India,normal,75 runs,20,England,field,YS Chahal,"AK Chaudhary, Nitin Menon",AJ Pycroft,T20,male
1041615,2016-08-27,Lauderhill,Central Broward Regional Park Stadium Turf Ground,"India, West Indies",West Indies,normal,1 runs,20,India,field,E Lewis,"N Duguid, JS Wilson",RS Madugalle,T20,male
1041617,2016-08-28,Lauderhill,Central Broward Regional Park Stadium Turf Ground,"India, West Indies",Null,no result,Null,20,India,field,Null,"LS Reifer, JS Wilson",RS Madugalle,T20,male
1043989,2017-02-17,Melbourne,Melbourne Cricket Ground,"Australia, New Zealand",Australia,normal,40 runs,20,New Zealand,field,EJ Villani,"GA Abood, SAJ Craig",SR Bernard,T20,female
1043991,2017-02-19,Victoria,"Simonds Stadium, South Geelong","Australia, New Zealand",New Zealand,normal,8 runs,20,Australia,field,AM Peterson,"SAJ Craig, JD Ward",SR Bernard,T20,female
1043993,2017-02-22,Adelaide,Adelaide Oval,"Australia, New Zealand",New Zealand,normal,47 runs,20,New Zealand,bat,SW Bates,"GA Abood, JD Ward",SR Bernard,T20,female
1044211,2016-09-27,Colombo,Sinhalese Sports Club Ground,"Sri Lanka, Australia",Australia,normal,10 wickets,20,Australia,field,KM Beams,"JWHD Boteju, ID Gunawardene",M Pethiyagoda,T20,female
1050217,2016-09-23,Dubai,Dubai International Cricket Stadium,"Pakistan, West Indies",Pakistan,normal,9 wickets,20,Pakistan,field,Imad Wasim,"Ahsan Raza, Shozab Raza",AJ Pycroft,T20,male
1050219,2016-09-24,Dubai,Dubai International Cricket Stadium,"Pakistan, West Indies",Pakistan,normal,16 runs,20,West Indies,field,Sarfraz Ahmed,"Ahmed Shahab, Shozab Raza",AJ Pycroft,T20,male
1050221,2016-09-27,Abu Dhabi,Sheikh Zayed Stadium,"Pakistan, West Indies",Pakistan,normal,8 wickets,20,Pakistan,field,Imad Wasim,"Ahsan Raza, Shozab Raza",AJ Pycroft,T20,male
1050615,2016-11-21,Nelson,Saxton Oval,"New Zealand, Pakistan",New Zealand,normal,14 runs,20,New Zealand,bat,Null,"K Cross, D Venter",RE Hayward,T20,female
1065348,2016-12-04,Bangkok,Asian Institute of Technology Ground,"India, Pakistan",India,normal,17 runs,20,India,bat,M Raj,"BB Pradhan, Sarika Prasad",GF Labrooy,T20,female
1072316,2018-02-03,Sydney,Sydney Cricket Ground,"New Zealand, Australia",Australia,normal,7 wickets,20,Australia,field,B Stanlake,"CM Brown, SD Fry",J Srinath,T20,male
1072317,2018-02-07,Hobart,Bellerive Oval,"England, Australia",Australia,normal,5 wickets,20,Australia,field,GJ Maxwell,"GA Abood, SD Fry",J Srinath,T20,male
1072318,2018-02-10,Melbourne,Melbourne Cricket Ground,"England, Australia",Australia,normal,7 wickets,20,Australia,field,KW Richardson,"CM Brown, SJ Nogajski",J Srinath,T20,male
1072319,2018-02-13,Wellington,Westpac Stadium,"New Zealand, England",New Zealand,normal,12 runs,20,England,field,KS Williamson,"SB Haig, WR Knights",J Srinath,T20,male
1072320,2018-02-16,Auckland,Eden Park,"New Zealand, Australia",Australia,normal,5 wickets,20,New Zealand,bat,DJM Short,"P Wilson, SB Haig",J Srinath,T20,male
1072321,2018-02-18,Hamilton,Seddon Park,"England, New Zealand",England,normal,2 runs,20,New Zealand,field,EJG Morgan,"CM Brown, P Wilson",J Srinath,T20,male
1072322,2018-02-21,Auckland,Eden Park,"New Zealand, Australia",Australia,normal,19 runs,20,New Zealand,bat,AC Agar,"CM Brown, WR Knights",J Srinath,T20,male
1074957,2017-01-14,Abu Dhabi,Sheikh Zayed Stadium,"Hong Kong, Scotland",Scotland,normal,24 runs,20,Scotland,bat,CS MacLeod,"Ahmed Shah Pakteen, AJ Neill",GF Labrooy,T20,male
1074959,2017-01-15,Abu Dhabi,Sheikh Zayed Stadium,"Netherlands, Oman",Netherlands,normal,5 wickets,20,Oman,bat,MJG Rippon,"AJT Dowdalls, Tabarak Dar",DT Jukes,T20,male
1074961,2017-01-16,Abu Dhabi,Sheikh Zayed Stadium,"Hong Kong, Oman",Oman,normal,7 wickets,20,Oman,field,Bilal Khan,"Iftikhar Ali, AJ Neill",GF Labrooy,T20,male
1074964,2017-01-17,Abu Dhabi,Sheikh Zayed Stadium,"Netherlands, Scotland",Scotland,normal,7 runs,20,Netherlands,field,JH Davey,"AJ Neill, Tabarak Dar",GF Labrooy,T20,male
1074965,2017-01-18,Dubai,Dubai International Cricket Stadium,"United Arab Emirates, Ireland",Ireland,normal,24 runs,20,Ireland,bat,WB Rankin,"Ahmed Shah Durrani, BB Pradhan",GF Labrooy,T20,male
1074966,2017-01-18,Dubai,Dubai International Cricket Stadium,"Hong Kong, Netherlands",Hong Kong,normal,91 runs,20,Hong Kong,bat,Anshuman Rath,"AJT Dowdalls, AJ Neill",DT Jukes,T20,male
1074968,2017-01-19,Dubai,Dubai International Cricket Stadium,"Oman, Scotland",Scotland,normal,7 wickets,20,Oman,bat,MH Cross,"Ahmed Shah Pakteen, Iftikhar Ali",GF Labrooy,T20,male
1074970,2017-01-20,Dubai,Dubai International Cricket Stadium,"Ireland, Scotland",Ireland,normal,98 runs,20,Scotland,field,GC Wilson,"Ahmed Shah Pakteen, BB Pradhan",DT Jukes,T20,male
1075507,2017-10-26,Bloemfontein,Mangaung Oval,"South Africa, Bangladesh",South Africa,normal,20 runs,20,South Africa,bat,AB de Villiers,"AT Holdstock, S George",RS Madugalle,T20,male
1075508,2017-10-29,Potchefstroom,Senwes Park,"South Africa, Bangladesh",South Africa,normal,83 runs,20,Bangladesh,field,DA Miller,"BP Jele, S George",RS Madugalle,T20,male
1077947,2017-03-26,Barbados,"Kensington Oval, Bridgetown","West Indies, Pakistan",Pakistan,normal,6 wickets,20,Pakistan,field,Shadab Khan,"GO Brathwaite, JS Wilson",JJ Crowe,T20,male
1077948,2017-03-30,Trinidad,"Queen's Park Oval, Port of Spain","West Indies, Pakistan",Pakistan,normal,3 runs,20,West Indies,field,Shadab Khan,"N Duguid, JS Wilson",JJ Crowe,T20,male
1083449,2017-04-04,Colombo,R Premadasa Stadium,"Sri Lanka, Bangladesh",Sri Lanka,normal,6 wickets,20,Bangladesh,bat,MDKJ Perera,"REJ Martinesz, RR Wimalasiri",AJ Pycroft,T20,male
1083450,2017-04-06,Colombo,R Premadasa Stadium,"Sri Lanka, Bangladesh",Bangladesh,normal,45 runs,20,Bangladesh,bat,Shakib Al Hasan,"REJ Martinesz, RSA Palliyaguruge",AJ Pycroft,T20,male
1085495,2017-04-01,Trinidad,"Queen's Park Oval, Port of Spain","West Indies, Pakistan",West Indies,normal,7 wickets,20,Pakistan,bat,E Lewis,"GO Brathwaite, LS Reifer",JJ Crowe,T20,male
1085496,2017-04-02,Trinidad,"Queen's Park Oval, Port of Spain","West Indies, Pakistan",Pakistan,normal,7 wickets,20,Pakistan,field,Hasan Ali,"GO Brathwaite, JS Wilson",JJ Crowe,T20,male
1086067,2017-11-17,Sydney,North Sydney Oval,"England, Australia",Australia,normal,6 wickets,20,Australia,field,BL Mooney,"GC Joshua, SAJ Craig",SR Bernard,T20,female
1086068,2017-11-19,Canberra,Manuka Oval,"England, Australia",England,normal,40 runs,20,England,bat,KH Brunt,"JD Ward, GC Joshua",SR Bernard,T20,female
1086069,2017-11-21,Canberra,Manuka Oval,"Australia, England",England,normal,4 wickets,20,Australia,bat,DN Wyatt,"JD Ward, SAJ Craig",SR Bernard,T20,female
1089202,2017-04-12,Abu Dhabi,Sheikh Zayed Stadium,"United Arab Emirates, Papua New Guinea",United Arab Emirates,normal,5 wickets,20,United Arab Emirates,field,Null,"Akbar Ali, Shozab Raza",SR Bernard,T20,male
1089203,2017-04-14,Abu Dhabi,Sheikh Zayed Stadium,"United Arab Emirates, Papua New Guinea",United Arab Emirates,normal,30 runs,20,Papua New Guinea,field,Null,"Akbar Ali, Shozab Raza",SR Bernard,T20,male
1089243,2017-04-14,Abu Dhabi,Sheikh Zayed Stadium,"United Arab Emirates, Papua New Guinea",United Arab Emirates,normal,5 wickets,20,Papua New Guinea,bat,Null,"Akbar Ali, Shozab Raza",SR Bernard,T20,male
1098211,2017-07-09,Jamaica,"Sabina Park, Kingston","West Indies, India",West Indies,normal,9 wickets,20,West Indies,field,E Lewis,"N Duguid, LS Reifer",DC Boon,T20,male
1109610,2017-09-06,Colombo,"R.Premadasa Stadium, Khettarama","Sri Lanka, India",India,normal,7 wickets,20,India,field,V Kohli,"REJ Martinesz, RSA Palliyaguruge",AJ Pycroft,T20,male
1115798,2017-12-29,Nelson,Saxton Oval,"New Zealand, West Indies",New Zealand,normal,47 runs,20,West Indies,field,GD Phillips,"CM Brown, WR Knights",AJ Pycroft,T20,male
1115799,2018-01-01,Mount Maunganui,Bay Oval,"New Zealand, West Indies",Null,no result,Null,20,West Indies,field,Null,"CM Brown, SB Haig",AJ Pycroft,T20,male
1115800,2018-01-03,Mount Maunganui,Bay Oval,"New Zealand, West Indies",New Zealand,normal,119 runs,20,New Zealand,bat,C Munro,"SB Haig, WR Knights",AJ Pycroft,T20,male
1115807,2018-01-22,Wellington,Westpac Stadium,"Pakistan, New Zealand",New Zealand,normal,7 wickets,20,New Zealand,field,C Munro,"CM Brown, WR Knights",RB Richardson,T20,male
1115808,2018-01-25,Auckland,Eden Park,"Pakistan, New Zealand",Pakistan,normal,48 runs,20,Pakistan,bat,Fakhar Zaman,"CM Brown, SB Haig",RB Richardson,T20,male
1115809,2018-01-28,Mount Maunganui,Bay Oval,"Pakistan, New Zealand",Pakistan,normal,18 runs,20,Pakistan,bat,Shadab Khan,"SB Haig, WR Knights",RB Richardson,T20,male
1117821,2017-09-12,Lahore,Gaddafi Stadium,"Pakistan, ICC World XI",Pakistan,normal,20 runs,20,ICC World XI,field,Babar Azam,"Aleem Dar, Ahsan Raza",RB Richardson,T20,male
1117822,2017-09-13,Lahore,Gaddafi Stadium,"Pakistan, ICC World XI",ICC World XI,normal,7 wickets,20,Pakistan,bat,NLTC Perera,"Ahmed Shahab, Shozab Raza",RB Richardson,T20,male
1117824,2017-09-15,Lahore,Gaddafi Stadium,"Pakistan, ICC World XI",Pakistan,normal,33 runs,20,ICC World XI,field,Ahmed Shehzad,"Shozab Raza, Ahsan Raza",RB Richardson,T20,male
1119501,2017-10-07,Ranchi,JSCA International Stadium Complex,"Australia, India",India,normal,9 wickets,20,India,field,Kuldeep Yadav,"C Shamshuddin, Nitin Menon",RB Richardson,T20,male
1119502,2017-10-10,Guwahati,Barsapara Cricket Stadium,"India, Australia",Australia,normal,8 wickets,20,Australia,field,JP Behrendorff,"Nitin Menon, CK Nandan",RB Richardson,T20,male
1119542,2018-06-27,Birmingham,Edgbaston,"England, Australia",England,normal,28 runs,20,Australia,field,AU Rashid,"MA Gough, AG Wharf",RS Madugalle,T20,male
1119543,2018-07-03,Manchester,Old Trafford,"England, India",India,normal,8 wickets,20,India,field,Kuldeep Yadav,"AG Wharf, RJ Bailey",DC Boon,T20,male
1119544,2018-07-06,Cardiff,Sophia Gardens,"India, England",England,normal,5 wickets,20,England,field,AD Hales,"RT Robinson, MA Gough",DC Boon,T20,male
1119545,2018-07-08,Bristol,County Ground,"England, India",India,normal,7 wickets,20,India,field,RG Sharma,"RT Robinson, RJ Bailey",DC Boon,T20,male
1120093,2017-11-01,Delhi,Arun Jaitley Stadium,"India, New Zealand",India,normal,53 runs,20,New Zealand,field,S Dhawan,"C Shamshuddin, Nitin Menon",BC Broad,T20,male
1120094,2017-11-04,Rajkot,Saurashtra Cricket Association Stadium,"New Zealand, India",New Zealand,normal,40 runs,20,New Zealand,bat,C Munro,"AK Chaudhary, CK Nandan",BC Broad,T20,male
1120095,2017-11-07,Thiruvananthapuram,Greenfield International Stadium,"India, New Zealand",India,normal,6 runs,20,New Zealand,field,JJ Bumrah,"AK Chaudhary, Nitin Menon",BC Broad,T20,male
1120291,2017-10-26,Abu Dhabi,Sheikh Zayed Stadium,"Sri Lanka, Pakistan",Pakistan,normal,7 wickets,20,Pakistan,field,Usman Shinwari,"Shozab Raza, Ahsan Raza",AJ Pycroft,T20,male
1120292,2017-10-27,Abu Dhabi,Sheikh Zayed Stadium,"Sri Lanka, Pakistan",Pakistan,normal,2 wickets,20,Pakistan,field,Shadab Khan,"Ahmed Shahab, Shozab Raza",AJ Pycroft,T20,male
1120293,2017-10-29,Lahore,Gaddafi Stadium,"Pakistan, Sri Lanka",Pakistan,normal,36 runs,20,Sri Lanka,field,Shoaib Malik,"Ahmed Shahab, Ahsan Raza",AJ Pycroft,T20,male
1122285,2018-02-18,Johannesburg,The Wanderers Stadium,"India, South Africa",India,normal,28 runs,20,South Africa,field,B Kumar,"AT Holdstock, S George",AJ Pycroft,T20,male
1122286,2018-02-21,Centurion,SuperSport Park,"India, South Africa",South Africa,normal,6 wickets,20,South Africa,field,H Klaasen,"A Paleker, BP Jele",AJ Pycroft,T20,male
1122287,2018-02-24,Cape Town,Newlands,"India, South Africa",India,normal,7 runs,20,South Africa,field,SK Raina,"BP Jele, S George",AJ Pycroft,T20,male
1122729,2017-12-20,Cuttack,Barabati Stadium,"India, Sri Lanka",India,normal,93 runs,20,Sri Lanka,field,YS Chahal,"Nitin Menon, CK Nandan",JJ Crowe,T20,male
1122730,2017-12-22,Indore,Holkar Cricket Stadium,"India, Sri Lanka",India,normal,88 runs,20,Sri Lanka,field,RG Sharma,"AK Chaudhary, CK Nandan",JJ Crowe,T20,male
1122731,2017-12-24,Mumbai,Wankhede Stadium,"Sri Lanka, India",India,normal,5 wickets,20,India,field,JD Unadkat,"AK Chaudhary, Nitin Menon",JJ Crowe,T20,male
1122902,2017-10-21,Antigua,Coolidge Cricket Ground,"West Indies, Sri Lanka",West Indies,normal,47 runs,20,West Indies,bat,ASS Fletcher,"JM Williams, CM Tuckett",Denavon Hayles,T20,female
1122908,2017-11-09,Sharjah,Sharjah Cricket Stadium,"New Zealand, Pakistan",New Zealand,normal,39 runs,20,New Zealand,bat,SFM Devine,"Ahmed Shahab, Rashid Riaz",Mohammed Anees,T20,female
1122909,2017-11-12,Sharjah,Sharjah Cricket Stadium,"New Zealand, Pakistan",New Zealand,normal,42 runs,20,New Zealand,bat,SW Bates,"Khalid Mahmood, Rashid Riaz",Mohammed Anees,T20,female
1122910,2017-11-14,Sharjah,Sharjah Cricket Stadium,"Pakistan, New Zealand",New Zealand,normal,7 wickets,20,Pakistan,bat,SFM Devine,"Ahmed Shahab, Khalid Mahmood",Mohammed Anees,T20,female
1123206,2018-02-13,Potchefstroom,Senwes Park,"South Africa, India",India,normal,7 wickets,20,India,field,M Raj,"Siphelele Gasa, LB Gcuma",GH Pienaar,T20,female
1123207,2018-02-16,East London,Buffalo Park,"South Africa, India",India,normal,9 wickets,20,India,field,Null,"Siphelele Gasa, Stephen Harris",GH Pienaar,T20,female
1123208,2018-02-18,Johannesburg,The Wanderers Stadium,"India, South Africa",South Africa,normal,5 wickets,20,South Africa,field,S Ismail,"LB Gcuma, Stephen Harris",S Wadvalla,T20,female
1123209,2018-02-21,Centurion,SuperSport Park,"South Africa, India",Null,no result,Null,20,India,field,Null,"Siphelele Gasa, Stephen Harris",GH Pienaar,T20,female
1123210,2018-02-24,Cape Town,Newlands,"India, South Africa",India,normal,54 runs,20,South Africa,field,M Raj,"Siphelele Gasa, LB Gcuma",GH Pienaar,T20,female
1126720,2018-06-20,Taunton,The Cooper Associates County Ground,"New Zealand, South Africa",New Zealand,normal,66 runs,20,South Africa,field,Null,"DJ Millns, AG Wharf",Phil Whitticase,T20,female
1126721,2018-06-20,Taunton,The Cooper Associates County Ground,"England, South Africa",England,normal,121 runs,20,England,bat,TT Beaumont,"JH Evans, DJ Millns",Phil Whitticase,T20,female
1126722,2018-06-23,Taunton,The Cooper Associates County Ground,"England, South Africa",South Africa,normal,6 wickets,20,England,bat,Null,"MJ Saggers, AG Wharf",Phil Whitticase,T20,female
1126723,2018-06-23,Taunton,The Cooper Associates County Ground,"England, New Zealand",England,normal,54 runs,20,England,bat,S Ecclestone,"MJ Saggers, JH Evans",Phil Whitticase,T20,female
1126724,2018-06-28,Bristol,County Ground,"South Africa, New Zealand",New Zealand,normal,8 wickets,20,South Africa,bat,SFM Devine,"DJ Millns, AG Wharf",Phil Whitticase,T20,female
1126725,2018-06-28,Bristol,County Ground,"New Zealand, England",England,normal,7 wickets,20,New Zealand,bat,A Shrubsole,"NL Bainton, AG Wharf",Phil Whitticase,T20,female
1126726,2018-07-01,Chelmsford,County Ground,"New Zealand, England",England,normal,7 wickets,20,New Zealand,bat,KH Brunt,"NL Bainton, AG Wharf",Phil Whitticase,T20,female
1127300,2018-06-12,Edinburgh,"Grange Cricket Club, Raeburn Place","Pakistan, Scotland",Pakistan,normal,48 runs,20,Pakistan,bat,Sarfraz Ahmed,"AJT Dowdalls, DA Haggo",BC Broad,T20,male
1127301,2018-06-13,Edinburgh,"Grange Cricket Club, Raeburn Place","Pakistan, Scotland",Pakistan,normal,84 runs,20,Pakistan,bat,Usman Shinwari,"AJT Dowdalls, IN Ramage",BC Broad,T20,male
1130746,2018-02-15,Dhaka,"Shere Bangla National Stadium, Mirpur","Bangladesh, Sri Lanka",Sri Lanka,normal,6 wickets,20,Bangladesh,bat,BKG Mendis,"Sharfuddoula, Anisur Rahman",DC Boon,T20,male
1130747,2018-02-18,Null,Sylhet International Cricket Stadium,"Sri Lanka, Bangladesh",Sri Lanka,normal,75 runs,20,Bangladesh,field,BKG Mendis,"Sharfuddoula, Masudur Rahman",DC Boon,T20,male
1131235,2018-03-22,Mumbai,Brabourne Stadium,"India, Australia",Australia,normal,6 wickets,20,Australia,field,A Gardner,"KN Ananthapadmanabhan, HAS Khalid",M Nayyar,T20,female
1131236,2018-03-23,Mumbai,Brabourne Stadium,"Australia, England",England,normal,8 wickets,20,England,field,NR Sciver,"UV Gandhe, R Pandit",M Nayyar,T20,female
1131237,2018-03-25,Mumbai,Brabourne Stadium,"India, England",England,normal,7 wickets,20,England,field,DN Wyatt,"UV Gandhe, HAS Khalid",M Nayyar,T20,female
1131238,2018-03-26,Mumbai,Brabourne Stadium,"Australia, India",Australia,normal,36 runs,20,India,field,ML Schutt,"KN Ananthapadmanabhan, R Pandit",M Nayyar,T20,female
1131239,2018-03-28,Mumbai,Brabourne Stadium,"England, Australia",Australia,normal,8 wickets,20,Australia,field,EA Perry,"UV Gandhe, KN Ananthapadmanabhan",M Nayyar,T20,female
1131240,2018-03-29,Mumbai,Brabourne Stadium,"England, India",India,normal,8 wickets,20,England,bat,AA Patil,"HAS Khalid, R Pandit",M Nayyar,T20,female
1131241,2018-03-31,Mumbai,Brabourne Stadium,"Australia, England",Australia,normal,57 runs,20,England,field,MM Lanning,"KN Ananthapadmanabhan, R Pandit",M Nayyar,T20,female
1133817,2018-03-06,Colombo,"R.Premadasa Stadium, Khettarama","India, Sri Lanka",Sri Lanka,normal,5 wickets,20,Sri Lanka,field,MDKJ Perera,"REJ Martinesz, RR Wimalasiri",BC Broad,T20,male
1133818,2018-03-08,Colombo,"R.Premadasa Stadium, Khettarama","Bangladesh, India",India,normal,6 wickets,20,India,field,V Shankar,"REJ Martinesz, LE Hannibal",BC Broad,T20,male
1133819,2018-03-10,Colombo,"R.Premadasa Stadium, Khettarama","Sri Lanka, Bangladesh",Bangladesh,normal,5 wickets,20,Bangladesh,field,Mushfiqur Rahim,"REJ Martinesz, RR Wimalasiri",BC Broad,T20,male
1133820,2018-03-12,Colombo,"R.Premadasa Stadium, Khettarama","Sri Lanka, India",India,normal,6 wickets,20,India,field,SN Thakur,"REJ Martinesz, LE Hannibal",BC Broad,T20,male
1133821,2018-03-14,Colombo,"R.Premadasa Stadium, Khettarama","India, Bangladesh",India,normal,17 runs,20,Bangladesh,field,RG Sharma,"REJ Martinesz, RR Wimalasiri",BC Broad,T20,male
1133822,2018-03-16,Colombo,"R.Premadasa Stadium, Khettarama","Sri Lanka, Bangladesh",Bangladesh,normal,2 wickets,20,Bangladesh,field,Mahmudullah,"RR Wimalasiri, RSA Palliyaguruge",BC Broad,T20,male
1133823,2018-03-18,Colombo,"R.Premadasa Stadium, Khettarama","Bangladesh, India",India,normal,4 wickets,20,India,field,KD Karthik,"RR Wimalasiri, RSA Palliyaguruge",BC Broad,T20,male
1138194,2018-03-14,Mount Maunganui,Bay Oval,"New Zealand, West Indies",New Zealand,normal,8 runs,20,West Indies,field,KJ Martin,"BF Bowden, K Cross",RA Dykes,T20,female
1138195,2018-03-16,Mount Maunganui,Bay Oval,"New Zealand, West Indies",New Zealand,normal,106 runs,20,West Indies,field,AE Satterthwaite,"BF Bowden, K Cross",RA Dykes,T20,female
1138196,2018-03-20,New Plymouth,Pukekura Park,"New Zealand, West Indies",New Zealand,normal,1 runs,20,West Indies,field,HK Matthews,"BF Bowden, Kim Cotton",RA Dykes,T20,female
1138198,2018-03-25,Hamilton,Seddon Park,"West Indies, New Zealand",New Zealand,normal,7 wickets,20,New Zealand,field,KJ Martin,"DJ Walker, Kim Cotton",GAV Baxter,T20,female
1138202,2018-03-28,Colombo,Sinhalese Sports Club Ground,"Sri Lanka, Pakistan",Pakistan,normal,1 wickets,20,Pakistan,field,Javeria Khan,"RA Kottahachchi, WN de Silva",WC Labrooy,T20,female
1138203,2018-03-30,Colombo,Nondescripts Cricket Club Ground,"Pakistan, Sri Lanka",Sri Lanka,normal,7 wickets,20,Pakistan,bat,HASD Siriwardene,"AG Dissanayake, PN Udawatta",WC Labrooy,T20,female
1140069,2018-04-01,Karachi,National Stadium,"Pakistan, West Indies",Pakistan,normal,143 runs,20,West Indies,field,Hussain Talat,"Shozab Raza, Ahsan Raza",DC Boon,T20,male
1140070,2018-04-02,Karachi,National Stadium,"Pakistan, West Indies",Pakistan,normal,82 runs,20,Pakistan,bat,Babar Azam,"Ahmed Shahab, Shozab Raza",DC Boon,T20,male
1140071,2018-04-03,Karachi,National Stadium,"West Indies, Pakistan",Pakistan,normal,8 wickets,20,West Indies,bat,Fakhar Zaman,"Aleem Dar, Ahsan Raza",DC Boon,T20,male
1140384,2018-10-27,Colombo,"R.Premadasa Stadium, Khettarama","England, Sri Lanka",England,normal,30 runs,20,Sri Lanka,field,JL Denly,"REJ Martinesz, RR Wimalasiri",RB Richardson,T20,male
1140992,2018-06-27,Dublin,"The Village, Malahide","India, Ireland",India,normal,76 runs,20,Ireland,field,Kuldeep Yadav,"M Hawthorne, R Black",BC Broad,T20,male
1140993,2018-06-29,Dublin,"The Village, Malahide","India, Ireland",India,normal,143 runs,20,Ireland,field,KL Rahul,"R Black, AJ Neill",BC Broad,T20,male
1141232,2018-05-31,London,Lord's,"West Indies, ICC World XI",West Indies,normal,72 runs,20,ICC World XI,field,E Lewis,"AG Wharf, RJ Bailey",BC Broad,T20,male
1141835,2018-07-29,London,Lord's,"Netherlands, Nepal",Null,no result,Null,20,Nepal,field,Null,"Rizwan Akram, DA Haggo",DT Jukes,T20,male
1142501,2018-06-12,Rotterdam,Hazelaarweg,"Netherlands, Ireland",Netherlands,normal,4 runs,20,Ireland,field,Null,"AJ Neill, Rizwan Akram",DT Jukes,T20,male
1142502,2018-06-13,Rotterdam,Hazelaarweg,"Ireland, Netherlands",Netherlands,normal,4 wickets,20,Ireland,bat,Null,"Rizwan Akram, WPM van Liemt",DT Jukes,T20,male
1142503,2018-06-16,Deventer,Sportpark Het Schootsveld,"Ireland, Scotland",Ireland,normal,46 runs,20,Ireland,bat,Null,"HKG Jansen, AJ Neill",DT Jukes,T20,male
1142504,2018-06-17,Deventer,Sportpark Het Schootsveld,"Scotland, Ireland",Null,tie,Null,20,Scotland,bat,Null,"WPM van Liemt, DA Haggo",DT Jukes,T20,male
1142505,2018-06-19,Amstelveen,VRA Ground,"Netherlands, Scotland",Scotland,normal,7 wickets,20,Netherlands,bat,Null,"HKG Jansen, DA Haggo",DT Jukes,T20,male
1142506,2018-06-20,Amstelveen,VRA Ground,"Scotland, Netherlands",Scotland,normal,115 runs,20,Scotland,bat,Null,"DA Haggo, HKG Jansen",DT Jukes,T20,male
1142589,2018-08-14,Colombo,"R.Premadasa Stadium, Khettarama","South Africa, Sri Lanka",Sri Lanka,normal,3 wickets,20,South Africa,bat,DM de Silva,"REJ Martinesz, RSA Palliyaguruge",J Srinath,T20,male
